Latitude,Longitude,Start_ Date,End_Date,Genus,Species,Vector Count,,,,,
41.56603585,41.76670734,6/16/2021,6/16/2021,Ixodes,ricinus,4,,,,,
41.75348448,45.00740361,6/29/2021,6/29/2021,Rhipicephalus,rossicus,1,,,,,
41.75348448,45.00740361,6/29/2021,6/29/2021,Haemaphysalis,caucasica,1,,,,,
41.81380918,44.96635229,6/29/2021,6/30/2021,Rhipicephalus,rossicus,1,,,,,
41.81380918,44.96635229,6/29/2021,6/30/2021,Haemaphysalis,caucasica,1,,,,,
41.81380918,44.96635229,6/29/2021,6/30/2021,Haemaphysalis,caucasica,5,,,,,
41.82754982,44.97147239,6/29/2021,6/30/2021,Ixodes,ricinus,4,,,,,
41.82754982,44.97147239,6/29/2021,6/30/2021,Ixodes,ricinus,2,,,,,
41.82754982,44.97147239,6/29/2021,6/30/2021,Haemaphysalis,spp.,2,,,,,
41.82754982,44.97147239,6/29/2021,6/30/2021,Ixodes,spp.,1,,,,,
41.67782,45.05493,7/1/2021,7/1/2021,Hyalomma,marginatum,1,,,,,
41.87240332,44.91051104,7/1/2021,7/1/2021,Ixodes,ricinus,1,,,,,
41.87240332,44.91051104,7/1/2021,7/1/2021,Ixodes,ricinus,1,,,,,
41.87240332,44.91051104,7/1/2021,7/1/2021,Ixodes,ricinus,1,,,,,
41.91834627,44.92464742,7/1/2021,7/1/2021,Ixodes,ricinus,1,,,,,
41.75961775,44.95002127,7/2/2021,7/2/2021,Hyalomma,marginatum,1,,,,,
41.75961775,44.95002127,7/2/2021,7/2/2021,Rhipicephalus,rossicus,5,,,,,
41.75961775,44.95002127,7/2/2021,7/2/2021,Rhipicephalus,rossicus,4,,,,,
41.75961775,44.95002127,7/2/2021,7/2/2021,Rhipicephalus,rossicus,3,,,,,
41.6850396,44.8446473,7/4/2021,7/4/2021,Rhipicephalus,rossicus,2,,,,,
41.6850396,44.8446473,7/4/2021,7/4/2021,Rhipicephalus,rossicus,1,,,,,
41.80761898,43.31494812,7/12/2021,7/12/2021,Ixodes,ricinus,1,,,,,
41.80761898,43.31494812,7/12/2021,7/12/2021,Ixodes,ricinus,2,,,,,
41.64605057,42.953481,7/12/2021,7/12/2021,Rhipicephalus,rossicus,5,,,,,
41.64605057,42.953481,7/12/2021,7/12/2021,Rhipicephalus,rossicus,2,,,,,
41.61854886,43.13118583,7/12/2021,7/14/2021,Rhipicephalus,rossicus,1,,,,,
41.61854886,43.13118583,7/12/2021,7/14/2021,Rhipicephalus,rossicus,1,,,,,
41.66080564,42.98177551,7/15/2021,7/15/2021,Rhipicephalus,rossicus,1,,,,,
41.64517438,43.0254202,7/15/2021,7/15/2021,Rhipicephalus,rossicus,1,,,,,
41.6897514,43.06438487,7/16/2021,7/16/2021,Rhipicephalus,rossicus,1,,,,,
41.6897514,43.06438487,7/16/2021,7/16/2021,Rhipicephalus,rossicus,1,,,,,
42.422934,44.556717,8/9/2021,8/9/2021,Rhipicephalus,annulatus,5,,,,,
42.422934,44.556717,8/9/2021,8/9/2021,Rhipicephalus,annulatus,5,,,,,
42.422934,44.556717,8/9/2021,8/9/2021,Rhipicephalus,annulatus,5,,,,,
42.422934,44.556717,8/9/2021,8/9/2021,Rhipicephalus,annulatus,5,,,,,
42.422934,44.556717,8/9/2021,8/9/2021,Rhipicephalus,annulatus,5,,,,,
42.422934,44.556717,8/9/2021,8/9/2021,Rhipicephalus,annulatus,5,,,,,
42.422934,44.556717,8/9/2021,8/9/2021,Rhipicephalus,annulatus,5,,,,,
42.422934,44.556717,8/9/2021,8/9/2021,Rhipicephalus,annulatus,2,,,,,
42.422934,44.556717,8/9/2021,8/9/2021,Rhipicephalus,annulatus,5,,,,,
42.422934,44.556717,8/9/2021,8/9/2021,Rhipicephalus,annulatus,6,,,,,
41.34706548,44.30175993,8/10/2021,8/10/2021,Rhipicephalus,rossicus,4,,,,,
41.34706548,44.30175993,8/10/2021,8/10/2021,Rhipicephalus,rossicus,4,,,,,
41.34706548,44.30175993,8/10/2021,8/10/2021,Rhipicephalus,rossicus,4,,,,,
41.34706548,44.30175993,8/10/2021,8/10/2021,Rhipicephalus,rossicus,4,,,,,
41.34706548,44.30175993,8/10/2021,8/10/2021,Rhipicephalus,rossicus,4,,,,,
41.34706548,44.30175993,8/10/2021,8/10/2021,Rhipicephalus,rossicus,3,,,,,
41.34706548,44.30175993,8/10/2021,8/10/2021,Ixodes,ricinus,1,,,,,
41.5715027,44.09523256,8/12/2021,8/12/2021,Haemaphysalis,punctata,1,,,,,
41.70707492,44.44506172,8/13/2021,8/13/2021,Haemaphysalis,parva,3,,,,,
42.058996,44.647686,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.058996,44.647686,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.058996,44.647686,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.058996,44.647686,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.058996,44.647686,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.058996,44.647686,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.058996,44.647686,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.058996,44.647686,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.058996,44.647686,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.058996,44.647686,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.058996,44.647686,8/13/2021,8/13/2021,Rhipicephalus,annulatus,1,,,,,
42.068777,44.658726,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.068777,44.658726,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.068777,44.658726,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.068777,44.658726,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.068777,44.658726,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.068777,44.658726,8/13/2021,8/13/2021,Rhipicephalus,annulatus,3,,,,,
42.068777,44.658726,8/13/2021,8/13/2021,Rhipicephalus,bursa,5,,,,,
42.068777,44.658726,8/13/2021,8/13/2021,Rhipicephalus,bursa,1,,,,,
42.068777,44.658726,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.068777,44.658726,8/13/2021,8/13/2021,Rhipicephalus,annulatus,1,,,,,
42.068777,44.658726,8/13/2021,8/13/2021,Rhipicephalus,bursa,5,,,,,
42.068777,44.658726,8/13/2021,8/13/2021,Rhipicephalus,annulatus,1,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,3,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,4,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,10,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,10,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,10,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,10,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,10,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,10,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,10,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,2,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
42.13433,44.898655,8/13/2021,8/13/2021,Rhipicephalus,annulatus,5,,,,,
